ANZSCO_Code,ANZSCO_Title,Core_Competencies,Score,Proficiency_level,Anchor_value
8412,Crop Farm Workers,Teamwork,5,Intermediate,"Recognise and avoid behaviours, like unkind gossip, that undermine effective group interaction"
8412,Crop Farm Workers,Writing,4,Intermediate,Write a job history as part of a job application
8412,Crop Farm Workers,Reading,4,Intermediate,Read directions on how to operate a piece of machinery safely
8412,Crop Farm Workers,Learning,4,Intermediate,Learn how to operate new machinery safely and efficiently
8412,Crop Farm Workers,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
8412,Crop Farm Workers,Oral communication,4,Intermediate,"Give clear, sequenced instructions on how to use a hand-held drill"
8412,Crop Farm Workers,Planning and organising,3,Basic,Organise a simple and repetitive work schedule
8412,Crop Farm Workers,Initiative and innovation,5,Intermediate,Confer with co-workers to coordinate work activities
8414,Garden and Nursery Labourers,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
8414,Garden and Nursery Labourers,Digital engagement,3,Basic,Enter information into a database
8414,Garden and Nursery Labourers,Teamwork,6,Intermediate,Initiate team problem solving sessions
8414,Garden and Nursery Labourers,Writing,4,Intermediate,Write a job history as part of a job application
8414,Garden and Nursery Labourers,Reading,4,Intermediate,Read directions on how to operate a piece of machinery safely
8414,Garden and Nursery Labourers,Learning,4,Intermediate,Learn how to operate new machinery safely and efficiently
8414,Garden and Nursery Labourers,Problem solving,4,Intermediate,Break a complex problem into manageable parts and follow a plan of action
8414,Garden and Nursery Labourers,Oral communication,4,Intermediate,"Give clear, sequenced instructions on how to use a hand-held drill"
8414,Garden and Nursery Labourers,Planning and organising,4,Intermediate,Schedule time for updating a manager on the progress of work 
8414,Garden and Nursery Labourers,Initiative and innovation,5,Intermediate,Confer with co-workers to coordinate work activities
8415,Livestock Farm Workers,Numeracy,3,Basic,Count the amount of change to be given to a customer
8415,Livestock Farm Workers,Digital engagement,3,Basic,Enter information into a database
8415,Livestock Farm Workers,Teamwork,5,Intermediate,"Recognise and avoid behaviours, like unkind gossip, that undermine effective group interaction"
8415,Livestock Farm Workers,Writing,5,Intermediate,Prepare a standard operating procedures document
8415,Livestock Farm Workers,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual
8415,Livestock Farm Workers,Learning,4,Intermediate,Learn how to operate new machinery safely and efficiently
8415,Livestock Farm Workers,Problem solving,4,Intermediate,Break a complex problem into manageable parts and follow a plan of action
8415,Livestock Farm Workers,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
8415,Livestock Farm Workers,Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change
8415,Livestock Farm Workers,Initiative and innovation,6,Intermediate,Find a more efficient way to produce end of month reports
8416,Mixed Crop and Livestock Farm Workers,Numeracy,3,Basic,Count the amount of change to be given to a customer
8416,Mixed Crop and Livestock Farm Workers,Digital engagement,3,Basic,Enter information into a database
8416,Mixed Crop and Livestock Farm Workers,Teamwork,5,Intermediate,"Recognise and avoid behaviours, like unkind gossip, that undermine effective group interaction"
8416,Mixed Crop and Livestock Farm Workers,Writing,5,Intermediate,Prepare a standard operating procedures document
8416,Mixed Crop and Livestock Farm Workers,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual
8416,Mixed Crop and Livestock Farm Workers,Learning,4,Intermediate,Learn how to operate new machinery safely and efficiently
8416,Mixed Crop and Livestock Farm Workers,Problem solving,4,Intermediate,Break a complex problem into manageable parts and follow a plan of action
8416,Mixed Crop and Livestock Farm Workers,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
8416,Mixed Crop and Livestock Farm Workers,Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change
8416,Mixed Crop and Livestock Farm Workers,Initiative and innovation,6,Intermediate,Find a more efficient way to produce end of month reports
8511,Fast Food Cooks,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
8511,Fast Food Cooks,Digital engagement,4,Intermediate,"Recognise different ways to connect to the internet (e.g. Bluetooth, Wi-Fi, hotspot)"
8511,Fast Food Cooks,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships"
8511,Fast Food Cooks,Writing,3,Basic,Take a telephone message
8511,Fast Food Cooks,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual
8511,Fast Food Cooks,Learning,4,Intermediate,Learn how to operate new machinery safely and efficiently
8511,Fast Food Cooks,Problem solving,4,Intermediate,Break a complex problem into manageable parts and follow a plan of action
8511,Fast Food Cooks,Oral communication,4,Intermediate,"Give clear, sequenced instructions on how to use a hand-held drill"
8511,Fast Food Cooks,Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change
8511,Fast Food Cooks,Initiative and innovation,5,Intermediate,Confer with co-workers to coordinate work activities
8512,Food Trades Assistants,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
8512,Food Trades Assistants,Digital engagement,4,Intermediate,"Recognise different ways to connect to the internet (e.g. Bluetooth, Wi-Fi, hotspot)"
8512,Food Trades Assistants,Teamwork,8,High,Motivate a client and find ways to help them to stick to a healthy diet
8512,Food Trades Assistants,Writing,4,Intermediate,Write a job history as part of a job application
8512,Food Trades Assistants,Reading,4,Intermediate,Read directions on how to operate a piece of machinery safely
8512,Food Trades Assistants,Learning,4,Intermediate,Learn how to operate new machinery safely and efficiently
8512,Food Trades Assistants,Problem solving,4,Intermediate,Break a complex problem into manageable parts and follow a plan of action
8512,Food Trades Assistants,Oral communication,4,Intermediate,"Give clear, sequenced instructions on how to use a hand-held drill"
8512,Food Trades Assistants,Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change
8512,Food Trades Assistants,Initiative and innovation,6,Intermediate,Find a more efficient way to produce end of month reports
8513,Kitchenhands,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
8513,Kitchenhands,Digital engagement,4,Intermediate,"Recognise different ways to connect to the internet (e.g. Bluetooth, Wi-Fi, hotspot)"
8513,Kitchenhands,Teamwork,8,High,Motivate a client and find ways to help them to stick to a healthy diet
8513,Kitchenhands,Writing,4,Intermediate,Write a job history as part of a job application
8513,Kitchenhands,Reading,4,Intermediate,Read directions on how to operate a piece of machinery safely
8513,Kitchenhands,Learning,4,Intermediate,Learn how to operate new machinery safely and efficiently
8513,Kitchenhands,Problem solving,4,Intermediate,Break a complex problem into manageable parts and follow a plan of action
8513,Kitchenhands,Oral communication,4,Intermediate,"Give clear, sequenced instructions on how to use a hand-held drill"
8513,Kitchenhands,Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change
8513,Kitchenhands,Initiative and innovation,6,Intermediate,Find a more efficient way to produce end of month reports
8911,Freight and Furniture Handlers,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
8911,Freight and Furniture Handlers,Digital engagement,3,Basic,Enter information into a database
8911,Freight and Furniture Handlers,Teamwork,6,Intermediate,Initiate team problem solving sessions
